set,source,n,classes,resolved,collision_graphs,collision_rate,largest_class,residual_bits,identity_bits
chem_n9,deck:adj_charpoly,14598,14598,True,0,0.0,1,0.0,13.833483105659585
chem_n9,deck:lap_charpoly,14598,14598,True,0,0.0,1,0.0,13.833483105659585
chem_n9,deck:energy,14598,14598,True,0,0.0,1,0.0,13.833483105659585
chem_n9,deck:spectral_radius,14598,14598,True,0,0.0,1,0.0,13.833483105659585
chem_n9,deck:wiener,14598,13907,False,1270,0.08699821893410056,6,0.10142421777731787,13.833483105659585
chem_n9,graph:n,14598,9,False,14596,0.9998629949308124,12207,13.03981404758072,13.833483105659585
chem_n9,graph:m,14598,19,False,14595,0.9997944923962186,3075,10.863204867623137,13.833483105659585
chem_n9,graph:deg_seq,14598,300,False,14536,0.9957528428551856,765,7.455247618320381,13.833483105659585
chem_n9,graph:edge_types,14598,1830,False,14051,0.9625291135772024,174,4.215011731539959,13.833483105659585
chem_n9,graph:comp_sizes,14598,9,False,14596,0.9998629949308124,12207,13.03981404758072,13.833483105659585
